Word,Type,Pronunciation,Definition,Sentence,Synonyms,Favor
Temperamental,adj,temp er a mentl,"unpredictable in behavior or performance; of, relating to, or arising from temperament",The actor is known for being temperamental,volatile; excitable; emotional; mercurial; capricious; erratic; unpredictable; changeable; inconsistent,1
Temporality,noun,tem po ral i ty,the state of existing within or having some relationship with time,"Like spatial position, temporality is an intrinsic property of the object",being; ephemerality; flesh; humanity; humankind; impermanence; temporality; trensience,1
Tenacious,adj,te na cious,"not readily relinquishing a position, principle, or course of action; determined",You're tenacious and you get at the truth,persevering; persistent; pertinacious; dtermined; unwavering; insistent; relentless; inexorable,1
Tenuous,ad,ten u ous,very weak or slight,The tenuous link between interest rates and investment,slight; insubstantial; meager; flimsy; weak; doubtful; dubious; questionable; suspect,1
Tenure,noun,ten ure,the holding of an office; term,His tenure of the premiership would be threatened,incumbency; term of office; term; period; time; stint,1
Terrestrial,adj,tuh reh stree uhl,earthly; down-to-earth; commonplace,"Many ""extraterrestrial"" objects turn out to be terrestrial in origin, as when flying saucers turn out to be normal airplanes.",earthbound; mundane; sublunary; tellurian; terrene,1
Terse,adj,ter se,sparing in the use of words; abrupt,A terse statement,brief; short; to the point; succinct; crisp; pithy; incisive; trenchant; laconic; elliptical,1
Tirade,noun,tahy-reyd,"A long and angry speech, typically one attacking or criticizing someone or something",Observers were shocked at the manager's tirade over such a minor mistake,rant; diatribe; harangue; outburst; fulmination,1
Toady,noun,toh dee,one who flatters in the hope of gaining favors,The king was surrounded by toadies who rushed to agree with whatever outrageous thing he said,parasite; sycophant,1
Tome,noun,tohm,"book, usually large and academic",The teacher was forced to refer to various tomes to find the answer to the advanced student's question,codex; volume,1
Topology,noun,to pol o gy,the study of geometric properties and spatial relations unaffected by the continuous change of shape or size of figures,"Mastrolia and Mizera's work is rooted in a branch of pure math called algebraic topology, which classifies shapes and spaces",earth science; geopolitics; geology; topography; cartography; physiography; chorography; physiographics,1
Torpor,noun,tohr puhr,extreme mental and physical sluggishness,"After surgery, the patient's torpor lasted several hours until the anesthesia wore off",apathy; languor; lethargy; inactivity; inaction; slowness; dullness; heaviness,1
Torrid,adj,tor ed ,parched with heat especially of the sun; hot,Torrid sands,ardent; boiling; broiling; burning; fervent; fiery; hot; roasting; scorching; sultry,1
Tortuous,adj,tor tu ous,full of twists and turns; excessively lengthy and complex,The route is remote and tortuous,twisting; winding; undulating; zigzag; convoluted; indirect; complicated; lengthy; verbose,1
Totem,noun,todem,a person or thing regarded as being symbolic or representative of a particular quality or concept,The fast food chains have become totems of Western economic development,emblem; ensign; hallmark; impresa; logo; symbol; trademark,1
Transitive,adj,tran si tive,"(of a verb or a sense or used of a verb) able to take a direct object (expressed or implied), e.g. saw in he saw the donkey",Alex sent (transitive verb) a postcard (direct object) from Argentina,transitive,1
Transitory,adj,trahn sih tohr ee,temporary; lasting a brief time,"The reporter lived a transitory life, staying in one place only long enough to cover the current story",ephemeral; evanescent; fleeting; impermanent; momentary,1
Traverse,verb,tra verse,"to go or travel across, over, along or through",Light rays traversing a crystal,course; cover; cut; follow; perambulate; transit; travel,1
Trenchant,adj,trehn chuhnt,vigorous or incisive in expression or style,Tyrone's trenchant observations in class made him the professor's favorite student,biting; caustic; cutting; keen; acute; sharp; incisive; effective,1
Trepidation,noun,trep i dation,a feeling or fear or agitation about something that may happen,The men set off in fear and trepidation,fear; apprehension; drea; fright; agitation; anxiety; worry; nervousness; tension; dismay; panic,1
Tumultuous,adj,tu mul tu ous,"making a loud, confused noise; excited, confused, or disorderly","For someone with such a tumultuous inner world, the muscular choice-is-all school of moral philosophy could not be satisfactory",cataclysmal; convulsive; stormy; tempestuous; turbulent,1
Turgid,adj,tuhr jihd,swollen as from a fluid; bloated,"In the process of osmosis, water passes through the walls of turgid cells, ensuring that they never contain too much water",distended,1
Two-bit,adj,two-bit,"cheap or trivial of its kind; petty, small-time",A two-bit chiseler,base; catchpenny; cheesy; crappy cruddy; garbage; junky; ratty; valueless; worthless,1
Tyranny,noun,tyr an ny,oppressive power,"Cars freed Americans, already infamous for their mobility, from the tyranny of train schedules.",absolutism; autarchy; authoritarianism; autocracy; despotism; dictatorship,1
Tyro,noun,tie roh,beginner; novice,"An obvious tyro at salsa, Millicent received no invitations to dance",apprentice; fledgling; greenhorn; neophyte; tenderfoot,1
Ubiquitous,adj,ubiq ui tous,existing or being everywhere at the same time : constantly encountered : WIDESPREAD,"Hot dogs are the ideal road trip food—inexpensive, portable, ubiquitous.",common; commonplace; everyday; familiar; frequent; ordinary; routine; usual,1
Umbrage,noun,uhm brihj,offense; resentment,The businessman took umbrage at the security guard's accusation that he had shoplifted a packet of gun,asperity; dudgeon; ire; pique; rancor,1
Unconscionable ,adj,uhn kahn shuhn uh buhl,unscrupulous; shockingly unfair or unjust,"After she promised me the project, the fact that she gave it to someone else is unconscionable",dishonorable; indefensible,1
Undergird,verb,UN-der-gurd,"to provide a foundation or support for something, often by strengthening or reinforcing it",The company's success was undergirded by a strong culture of innovation and collaboration among its employees,reinforce; strngthen; buttress; bolster,1
Undulate,verb,un du late,to form or move in waves; fluctuate; to present a wavy appearance,"Inside my apartment, the hardwood floors undulated like waves from the water buildup",swing; sway; oscillate; vibrate; fluctuate; waver; ,1
Unequivocal,adj,uhn ee kwih vih kuhl,absolute; certain,The jury's verdict was unequivocal: the organized crime boss would be locked up for life,categorical; clear; explicit; expree; unambiguous,1
Unfetter,verb,un fet er,release from restraint or inhibition,His imagination is unfettered by the laws of logic,unrestrained; unrestricted; unconstrained; uninhibited; free; rampant; unchecked; uncontrolled,1
Untenable,adj,un ten albe,(especially of a position or view) not able to be maintained or defended against attack or objection,This argument is clearly untenable,indefensible; insupportable; unsustainable; unjustified; unjustifiable; flimsy; weak; shaky,1
Upbraid,verb,uhp brayd,to scold sharply,The teacher upbraided the student for scrawling graffiti all over the walls of the school,berate; chide; rebuke; reproach; tax,1
Urban,adj,er ben,"of, relating to, characteristic of, or constituting a city",The find offers insight into the lives of everyday people who lived in a non-elite urban neighborhood in southwest Asia around 2700 B.C.E,metropolitan; local; regional; national; metro; communal; municipal,1
Usurp,verb,yu serp,"to seize and hold (office, place, functions, powers, etc.) in possession by force or without right",Ward took over as state party chairwoman in 2017 in a move that appeared to usurp traditional Republican leadership.,appropriate; arrogate; commandeer; convert; expropriate; pirate; preempt; press; seize; take over,1
Usury,noun,yoo zhuh ree,the practice of lending money at exorbitant rates,The moneylender was convicted of usury when it was discovered that he charged 50 percent interest on all his loans,loan-sharking,1
Utilitarian,adj,u til i tar i an,designed to be useful or practical rather than attractive,In formal philosophy it is represented by the utilitarianism,practical; functional; serviceable; useful; sensible; effective; efficient; pragmatic; realistic; utility; working,1
